Label: AG FM

Date Time	Elapsed	A1	B1	C1	A2	B2	C2	A3	B3	C3	A4	B4	C4
27/05/2018 05:00:00	420	75.86862	78.49249	75.7551	88.1731	81.97131	78.64651	85.31448	95.14454	61.04716	89.7039	91.88142	47.05537
27/05/2018 08:00:00	423	75.16065	77.96207	75.59609	87.77679	81.35369	78.21954	85.13185	94.78508	60.76147	89.40351	91.46828	46.98201
27/05/2018 11:00:00	426	74.5217	77.43192	75.46652	87.32267	80.741	77.73257	84.70093	94.53231	60.38808	88.86752	90.94327	46.84172
27/05/2018 14:00:00	429	73.58667	76.92303	75.02444	86.83937	80.27692	77.36918	84.19849	94.31843	59.8878	88.49822	90.56237	46.85868
27/05/2018 17:00:00	432	72.88655	76.31985	74.60862	86.41687	79.79137	76.7233	83.67146	94.11651	59.84285	88.1039	90.17995	46.65798
27/05/2018 20:00:00	435	72.04624	75.853	74.14814	86.04905	79.19695	76.26542	83.21807	93.92114	59.50914	87.62929	89.72469	46.72606
27/05/2018 23:00:00	438	71.26953	75.39072	73.85129	85.57922	78.7831	75.69583	82.90372	93.84598	58.90776	87.31908	89.30833	46.56565
28/05/2018 02:00:00	441	70.73421	74.91899	73.55694	85.14608	78.19292	75.3176	82.61606	93.69556	58.74596	86.85802	88.89731	46.58846
28/05/2018 05:00:00	444	70.05553	74.68112	73.06967	84.92545	77.98844	74.80798	82.39828	93.38045	58.37716	86.48148	88.3687	46.49279
28/05/2018 08:00:00	447	69.34643	74.12672	72.80552	84.6196	77.45378	74.32144	81.99919	93.39959	58.04743	86.0499	88.06406	46.54573
28/05/2018 11:00:00	450	68.60356	73.94176	72.29843	84.35336	76.92103	73.84306	81.74451	93.26875	57.93726	85.58478	87.59901	46.3811
28/05/2018 14:00:00	453	67.75951	73.91971	71.73627	83.96809	76.79576	73.38824	81.43069	93.37106	57.26497	85.2092	87.19424	46.06963
28/05/2018 17:00:00	456	67.17542	73.7538	71.44279	83.92785	76.42483	72.83583	81.33182	93.41804	57.03718	84.8872	86.97745	46.07503
28/05/2018 20:00:00	459	66.60341	73.87527	70.91759	83.85493	76.26969	72.23981	81.09905	93.57854	56.79393	84.51199	86.61794	46.00688
28/05/2018 23:00:00	462	65.98943	73.92645	70.45581	83.82579	76.00784	71.77538	81.0595	93.50381	56.44349	84.22287	86.3284	45.69186
29/05/2018 02:00:00	465	65.40833	73.78578	69.95375	83.64341	75.74104	71.36744	81.08157	93.61967	56.25163	83.93134	86.10406	45.34668
29/05/2018 05:00:00	468	64.69234	74.03177	69.59718	83.58324	75.46011	70.93575	80.92933	93.88232	55.97022	83.93594	85.87118	45.29657
29/05/2018 08:00:00	471	64.2579	74.36777	69.15891	83.9345	75.5421	70.47645	80.74696	94.05398	55.59605	83.75047	85.79184	44.9698
29/05/2018 11:00:00	474	63.75937	74.55992	68.73434	84.11186	75.16876	69.97521	80.94621	94.39463	55.36213	83.4733	85.68388	44.91265
29/05/2018 14:00:00	477	63.9017	75.09202	68.07025	84.50473	75.43189	69.9427	80.78612	94.65189	55.68458	83.74825	86.20007	46.97568
29/05/2018 17:00:00	480	63.39647	75.32634	67.83298	84.68243	75.70065	69.44716	80.94516	95.09624	55.37987	83.8686	86.44604	46.60651
29/05/2018 20:00:00	483	62.76817	75.7591	67.35159	84.9985	75.83799	69.17583	81.25266	95.34612	55.11569	83.86551	86.48832	46.4947
29/05/2018 23:00:00	486	62.44257	76.07392	66.83909	85.20293	76.24686	68.7942	81.42371	95.68562	54.63385	84.143	86.60436	46.12892
30/05/2018 02:00:00	489	61.97744	76.40434	66.45708	85.60606	76.44122	68.37142	81.79507	95.97517	54.35184	84.14152	86.84929	45.95561
30/05/2018 05:00:00	492	61.64585	76.75376	66.05013	85.96561	76.80589	68.02406	81.9249	96.21542	54.09261	84.22342	87.2038	45.74452
30/05/2018 08:00:00	495	61.28312	77.20956	65.69352	86.26588	76.91409	67.58709	82.44079	96.4435	53.8281	84.54789	87.44318	45.58379
30/05/2018 11:00:00	498	61.04186	77.6448	65.32867	86.92211	77.30408	67.10086	82.81236	96.72381	53.54894	84.52314	87.60574	45.41078
30/05/2018 14:00:00	501	60.79121	78.18631	64.90387	87.24855	77.56232	66.91065	83.35505	96.90081	53.34684	84.79485	88.14959	45.60022
30/05/2018 17:00:00	504	60.65405	78.76774	64.54971	87.79879	78.02302	66.12641	84.26054	97.09016	52.32525	85.2989	88.34589	45.15899
30/05/2018 20:00:00	507	60.08348	79.18742	64.21734	88.16629	78.39809	65.45139	84.89621	97.22775	51.74786	85.55438	88.72707	44.57658
30/05/2018 23:00:00	510	59.64457	79.72496	63.89349	88.78181	79.03661	65.15487	85.38184	97.452	51.71325	85.89733	89.34819	44.3029
